wkb_geometry;descrizione;tipologia;tratto isolato ciclabile;tratto isolato ciclopedonale;anno;gestione;itinerario;Tipo CdS;Ordinanza;Monodirezionale;intervento 2026;Esist_prog
"LINESTRING (663755.694426634 5106845.93563502,663757.419704069 5106851.97410604,663794.513168928 5106874.83403206,663800.335980272 5106876.55930949,663806.805770654 5106874.18705302,663877.973464859 5106847.44525277)";Corsia ciclabile monodirezionale O-E lato sud via Trener: tratto tra il parco e via Centochiavi;Corsia ciclabile;;;2024;;"2";3.5 CCDS 12-ter;;Mono;;E
"LINESTRING (663889.923941322 5106862.41396859,663893.069642417 5106843.61729346,663904.068286067 5106809.00391492,663913.88080148 5106778.48807028,663921.752379778 5106757.13776202)";"Pista ciclabile via Trener-Centochiavi: tratto su via Centochiavi (lato est), dall’intersezione con via Trener a Salita Dallafior";Ciclabile;;;2024;;"2";1.3 PCCR marc;;;;E
"LINESTRING (662546.989243808 5107339.67834519,662546.989243807 5107337.75452059,662557.57027909 5107337.47968851)";Pista ciclabile nel nuovo parco a Roncafort;Ciclopedonale;12;;2020;;"0";2.1 PRO PED;1003/2020;;;E
"LINESTRING (661446.956506862 5109035.61253824,661453.525041569 5108996.22250426,661464.056598744 5108963.23078944,661477.328871075 5108933.83377919,661502.58781527 5108895.70163624,661516.674033041 5108873.34864665,661533.78656028 5108845.46595664,661545.065210341 5108821.49093434,661538.799514331 5108806.18911362)";Pista ciclabile - via Innsbruck: tratto dall'intersezione con via di Spini a via San Sebastian;Ciclabile;;;;;"5";1.3 PCCR marc;;;NESSUNO;E
"LINESTRING (663535.944490208 5106311.30287716,663536.277512673 5106315.29914675,663539.77424856 5106320.62750619,663542.771450749 5106325.78935441,663543.747044356 5106330.78927164,663541.106338422 5106338.44420809)";Percorso ciclopedonale in via Brennero (lato ovest) nel tratto prospiciente i numeri 145-147;Ciclopedonale;;30;2020;;"0";2.1 PRO PED;990/2020;;;E
"LINESTRING (663413.308967309 5106256.5206816,663412.559666762 5106260.76671803,663413.059200461 5106263.59740899,663415.390357718 5106265.76205501,663432.124736607 5106272.50575994,663434.539149481 5106272.42250432,663437.203329205 5106271.42343692,663439.451230846 5106271.25692569,663443.03122235 5106272.08948185,663460.681413018 5106279.4159761,663535.944490208 5106311.30287716)";"Pista ciclabile in via Unterveger (lato nord), dall'intersezione con via Brunner all'intersezione con via Brennero";Ciclabile;140;;2020;;"0";1.1 PCSP;990/2020;;;E
"LINESTRING (662741.551858109 5107814.45483108,662731.9 5107854.5,662732.660810812 5107862.82212838,662733.846283785 5107869.52005068,662739.536554055 5107875.86233108,662745.108277028 5107880.24858108,662787.844577703 5107894.62244088,662798.733447425 5107893.51795701,662805.9 5107887.6,662812.798783784 5107883.53826858,662825.127702703 5107883.12335304,662839.116283784 5107881.04877534,662847.888783783 5107890.29546453,662842.79125 5107896.69701858,662840.3 5107906.4,662844.688006756 5107915.4867652,662849.3 5107919.9)";Pista ciclabile lottizzazione Canova: tratto su via Soprasasso tra via Paludi e via Giarette;Ciclabile;240;;2019;;"0";1.3 PCCR marc;;;;E
"LINESTRING (663818.172193691 5105688.13086356,663823.122148244 5105686.55787801,663826.730115122 5105682.46591558,663833.968924 5105666.78357663)";"Pista ciclabile - via del Brennero, tratto tra sottopasso via caduti di Nassirya e semaforo su via Brennero";Ciclopedonale;;;;;"0";2.1 PRO PED;;;;E
"LINESTRING (663700.657760215 5105673.25627124,663731.387138903 5105690.01306415,663749.456930286 5105699.02703736,663767.18444675 5105706.88416247,663775.858338522 5105709.36150299,663782.755607225 5105709.95001058,663789.064621247 5105708.35407785,663793.427579776 5105705.7157089,663796.235720095 5105701.97084542,663797.927850145 5105698.3339176)";Pista ciclabile - via Caduti di Nassiriya: tratto ad est della ferrovia;Ciclabile;;;;;"0";1.3 PCCR marc;;;;E
"LINESTRING (664535.618206008 5099913.86860227,664529.167384387 5099917.9940961,664523.23223673 5099923.19650948,664454.370514069 5099943.83661147,664440.480429584 5099951.96100051,664431.831886413 5099963.49239141,664424.899296538 5099975.4893125,664421.086726717 5099987.86555852,664416.893493664 5100000.44525768,664409.951517254 5099998.71698913,664407.851012322 5099995.12659117,664407.435796231 5099980.12996293,664405.983464353 5099977.23837536)";Percorso ciclopedonale presso bicigrill Trento sud;Ciclovia PAT_Itinerario Eurovelo-Bicitalia;;;;PAT;"0";2.1 PRO PED;;;;E
"LINESTRING (663690.894791575 5107240.15218769,663691.159374908 5107235.12510435,663688.36 5107232.93,663682.361979066 5107235.85270852,663672.373958222 5107237.57250019,663500.593228881 5107207.41000016,663322.528645365 5107174.46937512,663317.501562027 5107176.98291679,663314.45885369 5107181.48083346,663314.194270357 5107187.43395847)";Collegamento via IV Novembre con loc. Melta;Ciclopedonale;;;;;"0";2.1 PRO PED;;;;E
"LINESTRING (663328.537065205 5107020.68998238,663363.835625723 5107007.66496769,663370.00131315 5107016.60521446,663370.823404807 5107026.05926851,663373.90624852 5107035.10227674,663380.996789061 5107040.9596798,663393.874677899 5107045.65663975)";Pista ciclabile - parco di Melta - collegamento con via IV Novembre;Ciclabile;;;;;"0";1.3 PCCR marc;;;;E
"LINESTRING (663358.369731018 5106224.76995758,663373.027524811 5106230.55146738)";"Percorso ciclopedonale in via Untervegher, lato sud-est, nel   tratto di   marciapiede prospiciente l'accesso alla fermata della linea ferroviaria Trento-Malè";Ciclopedonale;;15;2021;;"0";2.1 PRO PED;394/2021;;;E
"LINESTRING (663531.187223494 5106296.90799309,663555.761786173 5106289.20240987,663636.774539411 5106097.39586557,663641.252108035 5106094.584369,663646.250324173 5106086.56639727,663652.393964843 5106080.18846522)";"Percorso pedonale e ciclabile"" in via Brennero, lato ovest, nel tratto compreso tra l'intersezione con via Unterveger e le immediate vicinane del lato sud dell'edificio identificato dal numero civico 133 ";Ciclopedonale;;260;2021;;"0";2.1 PRO PED;394/2021;;;E
"LINESTRING (664236.120776823 5100061.73843969,664225.906841315 5100068.87283869,664218.031752221 5100080.50177105,664208.728381396 5100099.36693967,664210.020516233 5100112.54671501,664218.548606156 5100121.85008583,664225.784561242 5100124.95120944,664294.52613456 5100107.63660263,664354.22276402 5100093.42311942,664393.503663059 5100089.54671491,664396.415315452 5100087.95725835,664396.604786667 5100084.63660253,664395.054224863 5100068.35570359,664394.278943961 5100036.82761357,664396.126668527 5100017.99070442)";Percorso ciclopedonale - lungo Adige - tratto sud sul raccordo al casello sud A22;Ciclovia PAT_Itinerario Eurovelo-Bicitalia;;;;PAT;"1";2.1 PRO PED;;;;E
"LINESTRING (662663.959775803 5106821.4945854,662665.017689317 5106812.96228293,662663.614804005 5106809.69654991,662663.384822806 5106805.51089209,662741.966424799 5106678.47297001)";Pista ciclabile Campotrentino - Roncafort (tratto tra via Paris e sottopasso tangenziale ovest);Ciclopedonale;;;2021;;"5";2.1 PRO PED;;;NESSUNO;E
"LINESTRING (661654.372993529 5109437.20154095,661656.896450426 5109433.08720905,661659.200476288 5109431.49633405,661662.437084047 5109431.71576508,661923.203439655 5109580.18828879,661925.617181034 5109583.50718319,661927.153198275 5109588.91067241,661924.849172413 5109595.1644569)";Percorso ciclopedonale posto lungo il lato nord della nuova diramazione di via Masadori che permette di raggiungere le vie Monaco e del Loghet;Ciclopedonale;;330;2021;;"0";2.1 PRO PED;436/2021;;;E
"LINESTRING (663373.027524811 5106230.55146738,663418.193696686 5106249.80240922,663419.755639229 5106250.11479773,663421.786164535 5106249.69827972,663422.619200558 5106248.76111419,663423.191912824 5106248.08427243,663424.024948847 5106247.77188392,663424.962114373 5106248.03220767)";"Pista ciclabile contigua al marciapiede in via Unterveger, lato sud, tratto compreso tra la fine del percorso ciclopedonale in prossimità dell'accesso alla fermata della linea ferroviaria Trento-Malè e all'intersezione con via Stenico";Ciclabile;57;;2021;;"0";1.3 PCCR marc;394/2021;;;E
"LINESTRING (663508.237054829 5105561.83953464,663517.671680594 5105572.03755042,663528.876947411 5105579.7071748,663552.411634028 5105592.41735609,663652.486902863 5105646.98860442)";Pista ciclabile - via Caduti di Nassiriya: tratto ad ovest della ferrovia;Ciclabile;;;;;"0";1.3 PCCR marc;;;;E
"LINESTRING (663383.797038767 5107164.04221505,663376.231185332 5107151.48244995,663377.273664081 5107136.20453274,663383.46908876 5107116.98399645,663384.153786205 5107100.55095155,663383.433263617 5107074.91493771,663385.74014983 5107058.48698451,663393.874677899 5107045.65663975,663408.688337071 5107037.75835898,663417.759361569 5107027.09016434,663422.619244069 5107011.44772161,663430.718357505 5107000.11313635,663441.642573443 5106997.37345499,663459.262353424 5106998.40297113,663480.940770722 5107001.75041603,663500.729480103 5107001.21071208,663526.117025795 5106997.50382706,663546.947744767 5106992.70106187,663572.611139797 5106983.48305294,663602.76938451 5106976.48195725,663658.418556807 5106970.6914991,663700.764794774 5106962.34858474,663728.700948067 5106952.28186457,663745.525601271 5106947.01181163,663765.403503316 5106946.88235734,663795.099770861 5106950.914953,663825.073192335 5106948.12346861,663838.670628677 5106949.4762926,663845.452884847 5106961.49938308,663843.808701533 5106969.20649237,663837.745775563 5106977.22188602,663826.647538195 5106986.26489425,663821.18227771 5106990.6161949,663817.399007055 5106998.39074619,663819.145951826 5107004.65919507,663823.157201231 5107009.12153997,663834.274437721 5107019.11584098,663837.732854869 5107026.57373782,663839.864073939 5107036.22919408,663839.990783402 5107042.82765655,663836.605046116 5107062.86811738,663831.66800827 5107078.69336746,663826.062963421 5107092.73638681,663818.391557077 5107104.00516947,663813.086352973 5107109.73924192,663804.231936626 5107114.44954598,663792.360247425 5107118.20537821,663778.835506547 5107119.96974426,663763.921670083 5107119.29536384,663749.644736917 5107118.6831569,663732.992399153 5107119.60913046,663721.54768332 5107123.44137626,663711.819738926 5107129.2647011,663703.369398347 5107138.93804386,663698.186856082 5107154.2530636,663691.063433012 5107176.8240179,663687.115590881 5107188.57785763,663684.948616855 5107197.04959927,663685.183359857 5107206.72832215,663682.798806494 5107215.14451106,663678.884837501 5107219.62506901,663675.639817656 5107221.53121309,663670.782990415 5107221.4391571,663667.110376027 5107221.84553468,663660.328119858 5107220.30411282,663651.285111632 5107218.14612222,663634.175329023 5107215.9367509,663616.808642771 5107213.47047592,663598.619864862 5107209.56554055,663588.652003522 5107206.37993538,663579.197949467 5107197.74797299,663574.779206812 5107188.80772622)";Pista ciclabile - parco di Melta;Ciclabile;;;;;"0";1.3 PCCR marc;;;;E
"LINESTRING (662860.955370463 5108822.72067371,662849.297588756 5108817.26383972,662841.608413588 5108834.87453124,662838.961931829 5108838.65762132,662835.903577555 5108840.72824023,662831.927520162 5108841.93971892,662827.222214886 5108842.06763059,662822.509494622 5108839.5872515,662819.086600175 5108834.36191,662818.044812266 5108827.9294698,662822.459858347 5108811.87318743,662803.675015523 5108807.50767003,662799.260041176 5108806.59745646,662794.034663802 5108825.43258115,662790.313879974 5108824.72184521,662795.688130305 5108804.23361268,662791.851887167 5108802.43123735,662772.801958879 5108799.09074723,662771.52874843 5108803.84415834,662770.625867473 5108811.34404501,662770.850782326 5108823.61362453,662760.251979551 5108823.71282535,662759.507865825 5108852.98129857,662757.027486738 5108866.12730773,662752.810842291 5108874.56059662,662742.707398003 5108882.54737424,662737.184687178 5108884.23402126,662737.82961802 5108895.94143924)";Pista ciclopedonale dal civ.1/B di via Palazzine alla rotatoria Bermax;Ciclopedonale;;;2016;;"0";2.1 PRO PED;;;;E
"LINESTRING (663652.486902863 5105646.98860442,663700.657760215 5105673.25627124)";Percorso ciclopedonale - via Caduti di Nassiriya: tratto sopra la ferrovia;Ciclopedonale;;;;;"0";2.1 PRO PED;;;;E
"LINESTRING (662747.504103895 5106670.34695466,662903.919092937 5106421.6675988,662964.774909345 5106321.51003833)";"Percorso ciclopedonale via Maccani, tratto tra via Detassis e sottopasso tangenziale ovest";Ciclopedonale;;;2020;;"5";2.1 PRO PED;;;MANUTENZIONE;E
"LINESTRING (662449.041151907 5107424.40643111,662445.407201768 5107269.06094323,662444.564575932 5107236.15743192,662446.104569918 5107211.30415729,662449.357027125 5107184.93810979,662454.721304882 5107162.8274827,662459.166289893 5107149.22301731,662462.372888889 5107139.16475493,662471.459441135 5107117.79805049,662475.388750653 5107108.5584189,662485.551311593 5107091.36496016,662505.125060257 5107058.32430648,662574.32184501 5106947.80710711,662600.987839744 5106905.20717679,662624.657848725 5106867.39344648,662653.219653822 5106821.70156848,662655.24348837 5106820.85063805,662661.406984497 5106821.40259293,662663.959775803 5106821.4945854)";"Percorso ciclopedonale via Caneppele, tratto tra via Paris e via dell'Asilo";Ciclopedonale;;;2020;;"5";2.1 PRO PED;;;NESSUNO;E
"LINESTRING (662003.728527438 5107505.90867158,662018.032563911 5107509.87742158,662019.743778817 5107510.43799198,662041.167387791 5107519.02419315,662086.238829654 5107548.1499726,662233.784750397 5107650.16481131,662265.150251582 5107671.81613211,662273.83350217 5107683.54364275,662280.259743543 5107691.0046179,662287.285041315 5107695.30693204)";Percorso ciclopedonale tra via Innsbruck e loc. Roncafort ;Ciclopedonale;;;;;"5";2.1 PRO PED;;;NESSUNO;E
"LINESTRING (662965.863958371 5098126.46958336,662968.377500041 5098137.31750004,662964.805625037 5098146.97479171,662958.323333364 5098164.04041673,662957.794166696 5098194.59979176)";Percorso ciclopedonale di collegamento tra via ai Castagnari e via di Santa Brigida;Ciclopedonale;;70;;;"0";2.1 PRO PED;;;;E
"LINESTRING (661706.176807205 5107293.39183629,661703.093031042 5107302.64316478,661686.579907069 5107316.76884914,661658.030108394 5107336.56470258,661651.166219514 5107343.62754476,661645.69500374 5107358.84747228,661652.45941597 5107374.76373635,661662.407081013 5107379.93652217,661729.653296708 5107418.23503259,661742.286831314 5107417.83712599,661747.509355461 5107412.96277011,661766.55913402 5107361.53334184,661778.695285373 5107345.81603107,661791.57 5107344.86,661817.292225742 5107340.24533865,661829.627330397 5107376.25588611,661855.292306209 5107408.68527415,661884.737394738 5107427.18793113,661909.208650745 5107438.13036268,661928.905027532 5107436.53873627)";Percorso ciclopedonale di collegamento tra la ciclovia PAT lungo l'Adige e via Innsbruck;Ciclovia PAT_Itinerario Eurovelo-Bicitalia;;;;PAT;"0";2.1 PRO PED;;;;E
"LINESTRING (661706.176807205 5107293.39183629,661716.960492195 5107274.4166238,661727.564287049 5107244.94670754,661730.084362194 5107224.12292871,661781.149042751 5106948.70524254,661791.958838765 5106912.62837731,661828.698881659 5106824.09415842,661849.39002495 5106783.64032058,661900.886995828 5106679.31361652,661936.022130963 5106639.60467681,662007.226310309 5106533.22443255,662025.397378455 5106501.65717548,662040.252558254 5106467.56984326,662048.873867958 5106438.3900258,662084.685462115 5106327.63935498,662107.233502881 5106281.61482471,662143.575639174 5106213.83806688,662171.031194694 5106167.15035894,662243.582831746 5106048.70682716,662262.417077561 5106025.62824426,662273.956369012 5106011.83414873,662280.588145708 5106000.42749281,662309.502692101 5105962.89163672,662318.654543941 5105952.6787006,662328.734844519 5105936.629801,662336.499766066 5105922.79168078,662383.248048958 5105866.06769696,662404.735005452 5105840.73430998,662427.813588353 5105818.45154028,662449.433180382 5105800.1478366,662492.009186768 5105766.32577545,662572.121049253 5105706.63978519,662671.730335223 5105634.08814814,662686.452879487 5105624.80366077,662700.114339481 5105617.77397747,662715.102154813 5105608.22421903,662732.212138688 5105596.95019864,662764.840480031 5105573.60634468,662777.706126821 5105565.64821264,662800.254167586 5105549.73194857,662807.29 5105542.05)";Percorso ciclopedonale - lungo Adige (tratto da via Innsbruck a sottopasso A22);Ciclovia PAT_Itinerario Eurovelo-Bicitalia;;;;PAT;"1";2.1 PRO PED;;;;E
"LINESTRING (662985.745100433 5111165.77923142,662604.56 5110972.0,662528.16 5110929.29,662418.93 5110851.13,662406.94 5110837.7,662387.51 5110822.47,662338.68 5110788.6,662330.450945322 5110786.12597186)";Strada: Lungavisio Luigi Tomasi;Strada;;;;;"1";3.3 IC F-bis;;;;E
"LINESTRING (664086.497246815 5105087.18867694,664070.407487467 5105130.93167772)";Strada: Via del Brennero;Strada;;;;;"4";3.1 PRO CARR;;;;E
"LINESTRING (662437.00825732 5107472.42513004,662443.066934934 5107471.45044761,662448.839660235 5107466.8758351,662453.632111429 5107458.05336814,662453.632111429 5107448.79522378,662451.671563213 5107442.47790176,662449.275337617 5107434.4178702,662449.041151907 5107424.40643111)";Strada: Via L. Caneppele;Strada;;;;;"5";3.1 PRO CARR;;;;E
"LINESTRING (662287.285041315 5107695.30693204,662294.909395486 5107699.66370585,662300.355362751 5107700.3716816,662304.821055909 5107698.13883502,662328.45655384 5107668.29493441,662423.325303598 5107484.98367626,662437.00825732 5107472.42513004)";Strada: Località Roncafort;Strada;;;;;"5";3.1 PRO CARR;;;;E
"LINESTRING (664405.555111582 5100158.59960873,664408.144106033 5100157.8180255,664410.855222864 5100148.24363092,664408.075439533 5100115.32536275,664401.52214069 5100064.34657582,664399.793169092 5100036.02967904,664399.082625454 5100024.06959517,664396.126668527 5100017.99070442,664401.501649605 5099994.08740414,664405.983464353 5099977.23837536,664410.203990549 5099961.37164027,664416.008787291 5099896.81807545,664416.985766329 5099874.05446386,664415.813391483 5099836.53846879,664411.722735444 5099793.96425805,664372.791044658 5099609.90515529,664353.269450275 5099473.76326368,664351.510284785 5099443.23268673,664356.212055967 5099196.39353943,664363.742925553 5098992.25572283,664374.245479931 5098717.51983957,664375.646063835 5098586.01882536,664390.495443158 5098226.60072083,664393.068340074 5098098.75888681,664395.639835497 5097948.34401919,664388.730526841 5097909.82662144,664393.894410109 5097699.31920144,664401.109856958 5097452.02573034,664403.625577981 5097438.88536228,664412.906878844 5097388.9861579,664414.494469781 5097383.49065081,664420.307495058 5097378.31266191,664440.555385624 5097357.55185735,664453.646904735 5097339.38004724,664463.807486732 5097323.55298682,664466.543028039 5097313.97859225,664466.152236424 5097303.03642702,664456.968633465 5097266.88820261,664450.227478102 5097249.10718411,664434.986605106 5097195.66643073,664422.188179706 5097160.10439374,664417.107888708 5097150.82309287,664410.952920767 5097145.15661445,664408.901264787 5097141.1510004,664408.363926316 5097134.99603245,664410.951973233 5097020.66656588,664419.41082422 5096997.8705964,664417.771076048 5096939.36776649,664398.55550252 5096860.98595534,664391.523117242 5096831.84732671,664361.813403031 5096436.2370809,664326.227774202 5095926.10665481,664314.869904404 5095842.93306381,664290.839644855 5095731.75463557,664230.571942348 5095560.39910597,664038.613656879 5095106.91676831,663812.857445285 5094744.35494122,663770.471294866 5094675.12987659,663722.933332377 5094597.43267179,663713.429050379 5094569.82789494,663707.407497076 5094556.73043489,663697.910834895 5094545.1794524,663681.376904396 5094532.09763926,663664.0679245 5094503.37826667,663619.859159798 5094435.73231996,663581.981324239 5094373.9614402,663546.885902819 5094308.64192987,663523.109785801 5094251.60688231)";Percorso ciclopedonale - lungo Adige (tratto sx tra il ponte per lo svincolo dell'A22 e il confine comunale sud);Ciclovia PAT_Itinerario Eurovelo-Bicitalia;;;;PAT;"1";2.1 PRO PED;;;;E
"LINESTRING (663061.847341311 5108473.91895828,663035.35609122 5108523.30877792,662990.700512179 5108625.68702567,662972.293132368 5108657.79809984,662884.704455336 5108786.52308658,662860.955370463 5108822.72067371)";Pista ciclabile - via Sant'Anna;Ciclabile;;;;;"4";1.3 PCCR marc;;;MANUTENZIONE;E
"LINESTRING (663106.680109947 5111076.03333337,663107.624476261 5111071.62279411,663107.267785512 5111065.87472849,663105.314626086 5111049.06253169,663105.802135715 5111044.09605316,663107.462816449 5111038.46289624,663110.355102718 5111034.65924793,663114.638713632 5111031.53561538,663118.931492723 5111030.26597567,663132.72907572 5111030.40188997,663163.550834125 5111030.28683588,663204.4822161 5111026.03642451,663252.317966035 5111020.25634861,663271.902227962 5111016.23251212,663282.206711571 5111007.82969418,663288.688953591 5110998.17579457,663289.134850178 5110987.74353143,663285.987412164 5110974.27385047,663277.255809931 5110933.93249441,663275.428265277 5110927.77299206,663267.1154452 5110899.46669514,663237.370742987 5110792.14692921,663217.819700292 5110729.53913501,663203.761263086 5110676.34743614,663184.798488909 5110621.22042033,663178.90728441 5110606.92802364,663166.913186375 5110589.44103002,663153.311055046 5110552.46502108,663156.043051477 5110543.26078949,663144.081751643 5110488.47270027,663135.221280042 5110431.76109873,663133.340033046 5110393.7359401,663116.749795982 5110313.5340459,663109.047596532 5110273.79454621,663104.595542808 5110262.06506836,663094.79827896 5110248.23114128,663086.676482374 5110231.43015298,663079.206454719 5110217.82716017,663069.673550313 5110206.05196534,663065.343534026 5110203.08330559,663059.748763664 5110201.06687664,663047.591021003 5110200.30978341,663030.018206715 5110204.05458378,663019.080377992 5110203.95932916,663002.622305243 5110199.40476324,662995.364714837 5110195.81112711,662990.322411037 5110189.84194299,662972.197691565 5110159.22873292,662966.492616912 5110147.11095384,662959.829035202 5110132.26989167,662951.53147274 5110106.39671593,662953.090641803 5110044.62321017,662954.916656898 5109999.5882227,662943.311605281 5109948.69810214,662935.160148417 5109897.51441224,662934.410544817 5109888.29867301,662930.101714161 5109865.0751874,662903.621474785 5109640.35784991,662885.192978472 5109489.54983702,662875.354745319 5109469.37049902,662873.409877551 5109315.51606093,662871.034890637 5109236.67079062,662870.945721044 5109225.56743065,662872.968699474 5109205.63336742)";Percorso ciclopedonale tra San Lazzaro e svincolo Meano;Ciclopedonale;;;;;"4";2.1 PRO PED;;;MANUTENZIONE;E
"LINESTRING (663106.680109947 5111076.03333337,663103.51970505 5111081.42356646,663097.940993648 5111088.44504806,663093.612683078 5111095.94745304,663092.747020964 5111107.00869117,663092.602743945 5111116.8676208,663083.855326898 5111123.99942318,663079.593766065 5111125.52424194,663058.144582574 5111119.53674565,663059.683537444 5111113.71757255,663058.000305555 5111108.04267647,663055.23987821 5111102.63161485,663054.922395817 5111097.36617707,663056.076611969 5111087.69961679,663056.413258346 5111083.99650664,663052.469686494 5111077.55213312,663051.940670757 5111073.07954553)";Percorso ciclopedonale tra San Lazzaro e svincolo Meano: tratto sulla rotatoria svincolo via Sponda Trentina;Ciclabile;;;;;"4";2.1 PRO PED;;;NESSUNO;E
"LINESTRING (662872.968699474 5109205.63336742,662882.1 5109199.0,662883.340862908 5109192.72319247,662868.024450859 5109167.12130988,662860.311873894 5109154.45736668,662854.927995006 5109142.60533729,662849.653551153 5109128.86573663,662848.286102747 5109123.91687573,662845.355856162 5109114.67031984,662843.597708211 5109108.94005986,662841.709327078 5109100.21443669,662839.625596174 5109087.71205126,662836.812966199 5109040.99388986,662833.121604534 5108983.64609463,662831.212391885 5108971.00803861,662843.130269887 5108964.26726963,662845.775350027 5108960.84466212,662844.584386009 5108950.71906611,662840.070442262 5108936.85116668,662836.331052583 5108927.47778962,662833.215948915 5108918.35897127,662833.175124694 5108907.30160057,662833.175170391 5108902.09742764,662833.91923842 5108895.89185677,662835.619639138 5108892.66228362,662837.391769141 5108890.43502278,662841.820256353 5108888.79526283,662846.073095944 5108888.69875742,662846.297063689 5108879.04228372,662841.558490381 5108877.12388217,662837.209590134 5108872.49385316,662837.318576586 5108867.20999284,662839.115687712 5108863.12328072,662843.06355019 5108858.8183904,662845.577020126 5108854.22148811,662850.918107875 5108842.58032356,662860.955370463 5108822.72067371)";Pista ciclopedonale dall'ex svincolo per Meano alla rotatoria Bermax;Ciclopedonale;;;2016;;"4";2.1 PRO PED;;;MANUTENZIONE;E
"LINESTRING (663305.39710038 5107050.89227664,663308.210486639 5107036.86637798,663318.620584594 5107026.47031434,663328.537065205 5107020.68998238,663326.125062314 5107014.77275555,663320.497897138 5106999.38080375,663320.166887422 5106989.78152198,663321.987440861 5106978.36168677,663329.435159476 5106916.46286983,663334.234800362 5106902.89147146,663341.682518977 5106879.05877189,663347.309684154 5106874.92115044,663359.557043654 5106876.41069416,663408.877491375 5106890.31310224,663453.398298209 5106877.73473303,663462.832075122 5106871.1145387,663474.913929765 5106855.55708204,663481.368619232 5106834.70346992,663480.872104657 5106818.48399382,663471.769337461 5106793.82376996,663464.983638278 5106779.4248473,663461.508036257 5106768.17051695,663461.839045973 5106760.72279834,663468.790250014 5106755.59214773,663478.555036644 5106755.75765259,663503.049755645 5106760.72279834,663525.227406634 5106769.66006067,663570.575737759 5106781.90742018,663638.556858232 5106799.98882593,663677.51497356 5106810.46573149)";Pista ciclopedonale - Trento nord-Gardolo - competenza PAT;Ciclopedonale;;;;;"4";2.1 PRO PED;;;MANUTENZIONE;E
"LINESTRING (663305.39710038 5107050.89227664,663302.568939795 5107152.41066295,663305.669499076 5107159.56457831,663305.616960851 5107167.91815599,663304.155755249 5107171.62675913,663302.438398274 5107268.2136264,663299.58371886 5107313.70126336,663300.166120031 5107425.26351373,663299.338643034 5107521.55294453,663297.657419853 5107602.25165723,663297.237114058 5107640.76217573,663296.661285555 5107674.76890162,663296.449040691 5107719.09666833,663296.462175209 5107748.97778348)";Pista ciclabile via 4 Novembre: tratto da via Talvera al civ.109;Ciclabile;;;;;"4";1.3 PCCR marc;;;MANUTENZIONE;E
"LINESTRING (663296.462175209 5107748.97778348,663295.161854155 5107787.58024388,663286.808276473 5107831.39712304)";Percorso ciclopedonale via 4 Novembre: tratto tra via Talvera e la piscina comunale;Ciclopedonale;;;;;"4";2.1 PRO PED;;;MANUTENZIONE;E
"LINESTRING (663190.104166667 5108235.59791667,663192.9484375 5108218.73072917,663217.9515625 5108120.9671875,663220.068229167 5108113.29427083)";Strada E-bis via Feininger;Strada ciclabile urbana;;;2024;;"4";3.2 SUC E-bis;;;NESSUNO;E
"LINESTRING (663677.51497356 5106810.46573149,663680.229205885 5106801.69679412,663676.383495372 5106798.82366692,663674.623511529 5106795.78769478,663693.367339452 5106748.18013184,663721.923077299 5106674.92080439,663728.523016708 5106672.32482822,663731.734987221 5106661.12693102,663730.151001763 5106656.30897525,663741.59089674 5106625.86125478,663784.886499267 5106514.76227472,663791.970434233 5106509.87831955,663794.478411209 5106504.51036883,663796.546392224 5106498.61442296,663793.994415652 5106492.10248274,663802.750335269 5106469.17869319,663814.454227822 5106440.13895979,663829.766087253 5106400.71532172,663848.944668523 5106352.76457463,663853.789866704 5106346.94781533,663859.773811769 5106342.67985451,663870.113716844 5106340.30387632,663872.211032798 5106337.95863883,663874.517759279 5106331.95377868)";Pista ciclabile - via R. Guardini;Ciclabile;;;;;"4";1.3 PCCR marc;;;MANUTENZIONE;E
"LINESTRING (663769.366186485 5106272.70287166,663766.601183819 5106266.02423073,663772.458525135 5106252.62289969,663780.955580957 5106235.19008599,663786.954787559 5106220.92626205,663792.907180695 5106203.45347506,663813.882181023 5106153.34119657,663838.935646325 5106056.86392726,663861.931284968 5105985.13639894,663892.176218913 5105910.96238037,663919.917497336 5105844.86901918,663931.211001007 5105820.73151643,663938.797788024 5105801.3401053,663939.677078222 5105794.26888917,663934.22112831 5105784.85297561,663861.896938237 5105753.40055422,663848.000437882 5105744.28193983,663838.933550661 5105727.23500122)";Pista ciclabile - via A. Pranzelores;Ciclabile;;;;;"4";1.3 PCCR marc;;;MANUTENZIONE;E
"LINESTRING (662849.282665236 5108830.58902158,662858.645441585 5108814.31738594,662882.937390259 5108777.20199823,662972.023998842 5108647.61267841,662980.637478651 5108631.0631835,663034.689483967 5108513.52305734,663057.964346401 5108471.53280441)";Strada E-bis via Sant'Anna: tratto da rotatoria Bermax al civ.7;Strada ciclabile urbana;;;2024;;"4";3.2 SUC E-bis;;;NESSUNO;E
